"id_study","country","year","fu","follow_up_of","with_refreshers","according_to_natmed","according_to_bmi_whtr_htn","notes"
"GBR_2000_SWS","United Kingdom",2000,,,,,,
"GBR_2000_SportsLinx","United Kingdom",2000,,,,,,
"GBR_2001_ALSPAC3","United Kingdom",2001,,,,,,
"GBR_2001_HCS","United Kingdom",2001,"nonFU",,,,"nonFU",
"GBR_2001_HSE","United Kingdom",2001,"nonFU",,,,"nonFU",
"GBR_2001_NDNS","United Kingdom",2001,"nonFU",,,,"nonFU",
"GBR_2001_SportsLinx","United Kingdom",2001,,,,,,
"GBR_2002_ALSPAC4","United Kingdom",2002,,,,,,
"GBR_2002_HSE","United Kingdom",2002,"nonFU",,,,"nonFU",
"GBR_2002_SportsLinx","United Kingdom",2002,,,,,,
"GBR_2003_ALSPAC5","United Kingdom",2003,,,,,,
"GBR_2003_EMAS","United Kingdom",2003,"nonFU",,,,"nonFU",
"GBR_2003_HSE","United Kingdom",2003,"nonFU",,"nonFU","nonFU","nonFU",
"GBR_2003_SHS","United Kingdom",2003,"nonFU",,,,"nonFU",
"GBR_2003_SportsLinx","United Kingdom",2003,,,,,,
"GBR_2004_HAS","United Kingdom",2004,"nonFU",,"nonFU","nonFU",,
"GBR_2004_HSE","United Kingdom",2004,,,,,,
"GBR_2004_SportsLinx","United Kingdom",2004,,,,,,
"GBR_2005_ALSPAC6","United Kingdom",2005,,,,,,
"GBR_2005_ELSA","United Kingdom",2005,"nonFU",,"nonFU","nonFU","nonFU",
"GBR_2005_HSE","United Kingdom",2005,"nonFU",,,,"nonFU",
"GBR_2005_SportsLinx","United Kingdom",2005,,,,,,
"GBR_2006_ALSPAC7","United Kingdom",2006,,,,,,
"GBR_2006_HSE","United Kingdom",2006,"nonFU",,,,"nonFU",
"GBR_2006_MCS","United Kingdom",2006,,,,,,
"GBR_2006_SportsLinx","United Kingdom",2006,,,,,,
"GBR_2007_ALSPAC8","United Kingdom",2007,,,,,,
"GBR_2007_HSE","United Kingdom",2007,"nonFU",,,,"nonFU",
"GBR_2007_NCMP","United Kingdom",2007,,,,,,
"GBR_2007_Newcastle","United Kingdom",2007,"nonFU",,"nonFU","nonFU",,
"GBR_2007_SportsLinx","United Kingdom",2007,,,,,,
"GBR_2007_WHS","United Kingdom",2007,,,,,,
"GBR_2008_EMAS","United Kingdom",2008,"FU","No","No",,"FU",
"GBR_2008_HSE","United Kingdom",2008,"nonFU",,,,"nonFU",
"GBR_2008_MCS","United Kingdom",2008,,,,,,
"GBR_2008_NCMP","United Kingdom",2008,,,,,,
"GBR_2008_SHS","United Kingdom",2008,"nonFU",,,,"nonFU",
"GBR_2008_SportsLinx","United Kingdom",2008,,,,,,
"GBR_2008_WHS","United Kingdom",2008,,,,,,
"GBR_2009_ELSA","United Kingdom",2009,"FU_w_refreshers","GBR_2005_ELSA","Yes","FU_w_refreshers","FU_w_refreshers",
"GBR_2009_HSE","United Kingdom",2009,"nonFU",,,,"nonFU",
"GBR_2009_NCMP","United Kingdom",2009,,,,,,
"GBR_2009_NSHD","United Kingdom",2009,"nonFU",,"nonFU","nonFU",,
"GBR_2009_SHS","United Kingdom",2009,"nonFU",,,,"nonFU",
"GBR_2009_SWS","United Kingdom",2009,,,,,,
"GBR_2009_SportsLinx","United Kingdom",2009,,,,,,
"GBR_2009_WHS","United Kingdom",2009,,,,,,
"GBR_2010_ALSPAC9","United Kingdom",2010,,,,,,
"GBR_2010_HSE","United Kingdom",2010,"nonFU",,,,"nonFU",
"GBR_2010_NCMP","United Kingdom",2010,,,,,,
"GBR_2010_NDNS","United Kingdom",2010,"nonFU",,"nonFU","nonFU","nonFU",
"GBR_2010_Newcastle","United Kingdom",2010,"FU","GBR_2008_Newcastle","No","FU",,
"GBR_2010_SHS","United Kingdom",2010,"nonFU",,,,"nonFU",
"GBR_2010_SportsLinx","United Kingdom",2010,,,,,,
"GBR_2010_US","United Kingdom",2010,"nonFU",,,,"nonFU",
"GBR_2010_WHS","United Kingdom",2010,,,,,,
"GBR_2011_BHPS","United Kingdom",2011,"nonFU",,,,"nonFU",
"GBR_2011_BRHS","United Kingdom",2011,,,,,,
"GBR_2011_HSE","United Kingdom",2011,"nonFU",,,,"nonFU",
"GBR_2011_NCMP","United Kingdom",2011,,,,,,
"GBR_2011_SHS","United Kingdom",2011,"nonFU",,,,"nonFU",
"GBR_2011_SportsLinx","United Kingdom",2011,,,,,,
"GBR_2011_WHS","United Kingdom",2011,,,,,,
"GBR_2012_HSE","United Kingdom",2012,"nonFU",,,,"nonFU",
"GBR_2012_ISCOLE","United Kingdom",2012,,,,,,
"GBR_2012_MCS","United Kingdom",2012,,,,,,
"GBR_2012_NCMP","United Kingdom",2012,,,,,,
"GBR_2012_SHS","United Kingdom",2012,"nonFU",,,,"nonFU",
"GBR_2012_SWS","United Kingdom",2012,,,,,,
"GBR_2012_SportsLinx","United Kingdom",2012,,,,,,
"GBR_2012_WHS","United Kingdom",2012,,,,,,
"GBR_2013_ELSA","United Kingdom",2013,"FU_w_refreshers","GBR_2009_ELSA","Yes","FU_w_refreshers","FU_w_refreshers",
"GBR_2013_HSE","United Kingdom",2013,"nonFU",,,,"nonFU",
"GBR_2013_NCMP","United Kingdom",2013,,,,,,
"GBR_2013_SHS","United Kingdom",2013,"nonFU",,,,"nonFU",
"GBR_2014_HSE","United Kingdom",2014,"nonFU",,,,"nonFU",
"GBR_2014_NCMP","United Kingdom",2014,,,,,,
"GBR_2014_NDNS","United Kingdom",2014,"nonFU",,"nonFU","nonFU","nonFU",
"GBR_2014_SHS","United Kingdom",2014,"nonFU",,,,"nonFU",
"GBR_2014_Swanlinx","United Kingdom",2014,,,,,,
"GBR_2015_HSE","United Kingdom",2015,"nonFU",,,,"nonFU",
"GBR_2015_MCS","United Kingdom",2015,,,,,,
"GBR_2015_NCMP","United Kingdom",2015,,,,,,
"GBR_2015_NSHD","United Kingdom",2015,,"GBR_2009_NSHD","No",,,
"GBR_2015_SHS","United Kingdom",2015,"nonFU",,,,"nonFU",
"GBR_2015_Swanlinx","United Kingdom",2015,,,,,,
"GBR_2016_HSE","United Kingdom",2016,"nonFU",,,,"nonFU",
"GBR_2016_NCMP","United Kingdom",2016,,,,,,
"GBR_2016_NDNS","United Kingdom",2016,"nonFU",,"nonFU","nonFU","nonFU",
"GBR_2016_SHS","United Kingdom",2016,"nonFU",,,,"nonFU",
"GBR_2016_Swanlinx","United Kingdom",2016,,,,,,
"GBR_2017_BCS70","United Kingdom",2017,"nonFU",,,,"nonFU",
"GBR_2017_ELSA","United Kingdom",2017,"FU_w_refreshers","GBR_2013_ELSA","Yes","FU_w_refreshers",,
"GBR_2017_HSE","United Kingdom",2017,"nonFU",,,,"nonFU",
"GBR_2017_NCMP","United Kingdom",2017,,,,,,
"GBR_2017_SHS","United Kingdom",2017,"nonFU",,,,"nonFU",
"GBR_2018_HSE","United Kingdom",2018,"nonFU",,,,"nonFU",
"GBR_2018_NCMP","United Kingdom",2018,,,,,,
"GBR_2018_NDNS","United Kingdom",2018,"nonFU",,"nonFU","nonFU","nonFU",
"GBR_2018_SHS","United Kingdom",2018,"nonFU",,,,"nonFU",
"GBR_2019_ELSA","United Kingdom",2019,"FU_w_refreshers","GBR_2017_ELSA","Yes","FU_w_refreshers",,
"GBR_2019_HSE","United Kingdom",2019,"nonFU",,,,"nonFU",
"GBR_2019_NCMP","United Kingdom",2019,,,,,,
"GBR_2019_SHS","United Kingdom",2019,"nonFU",,,,"nonFU",
"GBR_2019_USIP","United Kingdom",2019,,,,,,
"GBR_2021_HSE","United Kingdom",2021,,"No",,,,
"GEO_2010_STEPS","Georgia",2010,"nonFU",,,,"nonFU",
"GEO_2016_COSI4","Georgia",2016,,,,,,
"GEO_2016_STEPS","Georgia",2016,"nonFU",,,,"nonFU",
"GEO_2019_COSI5","Georgia",2019,,,,,,
"GEO_2022_COSI6","Georgia",2022,,,,,,
"GHA_1988_GLSS","Ghana",1988,,,,,,
"GHA_1989_GLSS","Ghana",1989,,,,,,
"GHA_1993_DHS","Ghana",1993,,,,,,
"GHA_1997_21288016","Ghana",1997,,,,,,
"GHA_1998_DHS","Ghana",1998,,,,,,
"GHA_2001_21288011","Ghana",2001,,,,,,
"GHA_2002_21288036","Ghana",2002,,,,,,
"GHA_2002_21288050","Ghana",2002,,,,,,
"GHA_2003_ACCRA","Ghana",2003,"nonFU",,,,"nonFU",
"GHA_2003_DHS","Ghana",2003,,,,,,
"GHA_2006_STEPS","Ghana",2006,"nonFU",,,,"nonFU",
"GHA_2008_DHS","Ghana",2008,,,,,,
"GHA_2008_SAGE","Ghana",2008,"nonFU",,,,"nonFU",
"GHA_2009_ACCRA","Ghana",2009,"nonFU",,,,"nonFU",
"GHA_2013_RODAM-rural","Ghana",2013,"nonFU",,"nonFU","nonFU","nonFU",
"GHA_2013_RODAM-urban","Ghana",2013,"nonFU",,"nonFU","nonFU","nonFU",
"GHA_2014_DHS","Ghana",2014,,,,,,
"GHA_2017_GLSS","Ghana",2017,,,,,,
"GHA_2017_GMS","Ghana",2017,,,,,,
"GHA_2018_SchoolsIntervention_baseline","Ghana",2018,,,,,,
"GHA_2018_SchoolsIntervention_follow-up","Ghana",2018,,,,,,
"GHA_2022_DHS","Ghana",2022,,,,,,
"GHA_2022_GSHS","Ghana",2022,,,,,,
"GHA_2023_STEPS","Ghana",2023,,"No",,,,
"GIN_1999_DHS","Guinea",1999,,,,,,
"GIN_2005_DHS","Guinea",2005,,,,,,
"GIN_2009_STEPS","Guinea",2009,"nonFU",,,,"nonFU",
"GIN_2012_DHS","Guinea",2012,,,,,,
"GIN_2018_DHS","Guinea",2018,,,,,,
"GMB_1997_NSBLV","Gambia",1997,,,,,,
"GMB_2003_21270015","Gambia",2003,,,,,,
"GMB_2010_STEPS","Gambia",2010,"nonFU",,,,"nonFU",
"GMB_2012_GNNS","Gambia",2012,,,,,,
"GMB_2013_DHS","Gambia",2013,,,,,,
"GMB_2018_GMNS","Gambia",2018,,,,,,
"GMB_2020_DHS","Gambia",2020,,,,,,
"GMB_2023_STEPS","Gambia",2023,,"No",,,,
"GNB_2010_MICS","Guinea Bissau",2010,,,,,,
"GNB_2012_SMART","Guinea Bissau",2012,,,,,,
"GNQ_2011_DHS","Equatorial Guinea",2011,,,,,,
"GRC_1991_10300101","Greece",1991,,,,,,
"GRC_1997_Didima","Greece",1997,,,,,,
"GRC_1997_GPFS","Greece",1997,,,,,,
"GRC_1998_GPFS","Greece",1998,,,,,,
"GRC_1999_DCA","Greece",1999,,,,,,
"GRC_1999_GPFS","Greece",1999,,,,,,
"GRC_2000_GPFS","Greece",2000,,,,,,
"GRC_2001_10300341","Greece",2001,,,,,,
"GRC_2001_GPFS","Greece",2001,,,,,,
"GRC_2002_ATTICA","Greece",2002,,"No",,,,
"GRC_2003_GPFS","Greece",2003,,,,,,
"GRC_2003_citTZOTZAS","Greece",2003,,,,,,
"GRC_2004_GPFS","Greece",2004,,,,,,
"GRC_2005_Arsakeion","Greece",2005,,,,,,
"GRC_2005_Daphne","Greece",2005,,,,,,
"GRC_2005_GPFS","Greece",2005,,,,,,
"GRC_2006_GENDAI","Greece",2006,,,,,,
"GRC_2006_GPFS","Greece",2006,,,,,,
"GRC_2006_NGSC","Greece",2006,,,,,,
"GRC_2006_Paliouri","Greece",2006,,,,,,
"GRC_2006_Samos","Greece",2006,,,,,,
"GRC_2007_GPFS","Greece",2007,,,,,,
"GRC_2007_HELENA1","Greece",2007,,,,,,
"GRC_2007_HELENA2","Greece",2007,,,,,,
"GRC_2008_GPFSrural","Greece",2008,,,,,,
"GRC_2008_GPFSurban","Greece",2008,,,,,,
"GRC_2008_HGS","Greece",2008,,,,,,
"GRC_2009_GRECO","Greece",2009,,,,,,
"GRC_2009_TEENAGE","Greece",2009,,,,,,
"GRC_2010_ENERGY","Greece",2010,,,,,,
"GRC_2011_ADONUT-bmi","Greece",2011,,,,,,
"GRC_2011_COSI2","Greece",2011,,,,,,
"GRC_2013_Adolescents_screening","Greece",2013,,,,,,
"GRC_2013_COSI3","Greece",2013,,,,,,
"GRC_2014_HNNHS","Greece",2014,"nonFU",,,,"nonFU",
"GRC_2014_HYDRIA","Greece",2014,,,,,,
"GRC_2015_EMENO","Greece",2015,"nonFU",,,,"nonFU",
"GRC_2015_EYZHN","Greece",2015,,,,,,
"GRC_2015_NUTRIWEB","Greece",2015,,,,,,
"GRC_2016_COSI4","Greece",2016,,,,,,
"GRC_2016_EMENOchild","Greece",2016,,,,,,
"GRC_2016_SKG","Greece",2016,"nonFU",,,,"nonFU",
"GRC_2017_Erasmus","Greece",2017,,,,,,
"GRC_2018_Erasmus","Greece",2018,,,,,,
"GRC_2018_GPFS","Greece",2018,,,,,,
"GRC_2018_thessa","Greece",2018,"nonFU",,,,"nonFU",
"GRC_2019_COSI5","Greece",2019,,,,,,
"GRC_2023_COSI6","Greece",2023,,,,,,
"GRD_2011_STEPS","Grenada",2011,"nonFU",,,,"nonFU",
"GRL_2008_IHIT","Greenland",2008,"nonFU",,"nonFU","nonFU",,
"GRL_2018_PHSG","Greenland",2018,"nonFU",,"nonFU","nonFU",,
"GTM_1995_DHS","Guatemala",1995,,,,,,
"GTM_1999_DHS","Guatemala",1999,,,,,,
"GTM_2000_ENCOVI","Guatemala",2000,,,,,,
"GTM_2002_CAMDI","Guatemala",2002,"nonFU",,,,"nonFU",
"GTM_2002_RHS","Guatemala",2002,,,,,,
"GTM_2004_INSTC","Guatemala",2004,"nonFU",,,,"nonFU",
"GTM_2009_ENSMI","Guatemala",2009,"nonFU",,,,"nonFU",
"GTM_2013_SIVESNU","Guatemala",2013,,,,,,
"GTM_2015_DHS","Guatemala",2015,,,,,,
"GTM_2015_SIVESNU","Guatemala",2015,,,,,,
"GTM_2015_STEPS","Guatemala",2015,"nonFU",,,,"nonFU",
"GTM_2016_META","Guatemala",2016,"nonFU",,"nonFU","nonFU","nonFU",
"GTM_2016_SIVESNU","Guatemala",2016,"nonFU",,,,"nonFU",
"GTM_2018_ElProgreso","Guatemala",2018,,,,,,
"GTM_2018_SIVESNU","Guatemala",2018,"nonFU",,,,"nonFU",
"GTM_2019_CKD","Guatemala",2019,"nonFU",,,,"nonFU",
"GTM_2019_SIVESNU","Guatemala",2019,"nonFU",,,,"nonFU",
"GTM_2019_evaluacion","Guatemala",2019,,,,,,
"GTM_2021_evaluacion","Guatemala",2021,,,,,,
"GTM_2022_evaluacion","Guatemala",2022,,,,,,
"GUY_2009_DHS","Guyana",2009,,,,,,
"GUY_2010_GSHS","Guyana",2010,,,,,,
"GUY_2016_STEPS","Guyana",2016,"nonFU",,"nonFU","nonFU","nonFU",
"HND_1996_HNMS","Honduras",1996,,,,,,
"HND_2004_CAMDI","Honduras",2004,"nonFU",,,,"nonFU",
"HND_2006_DHS","Honduras",2006,,,,,,
"HND_2012_DHS","Honduras",2012,,,,,,
"HND_2019_MICS","Honduras",2019,,,,,,
"HRV_1998_CrHS","Croatia",1998,,,,,,
"HRV_2004_SHS","Croatia",2004,,,,,,
"HRV_2005_EHUH","Croatia",2005,,,,,,
"HRV_2005_ENAH","Croatia",2005,,,,,,
"HRV_2007_CVRFSA","Croatia",2007,,,,,,
"HRV_2008_ENAH","Croatia",2008,"nonFU",,,,"nonFU",
"HRV_2010_ENAH","Croatia",2010,"nonFU",,,,"nonFU",
"HRV_2014_CRO-PALS","Croatia",2014,,,,,,
"HRV_2015_ENAH","Croatia",2015,"nonFU",,,,"nonFU",
"HRV_2016_COSI4","Croatia",2016,,,,,,
"HRV_2016_SplitSchool","Croatia",2016,,,,,,
"HRV_2017_CRO-PALS","Croatia",2017,,,,,,
"HRV_2017_MSPC","Croatia",2017,,,,,,
"HRV_2019_COSI5","Croatia",2019,,,,,,
"HRV_2020_EHUH","Croatia",2020,"nonFU",,,,"nonFU",
"HRV_2021_SplitSchool","Croatia",2021,,,,,,
"HRV_2022_COSI6","Croatia",2022,,,,,,
"HRV_2023_SplitSchool","Croatia",2023,,,,,,
"HTI_1995_DHS","Haiti",1995,,,,,,
"HTI_2000_DHS","Haiti",2000,,,,,,
"HTI_2006_DHS","Haiti",2006,,,,,,
"HTI_2012_DHS","Haiti",2012,,,,,,
"HTI_2016_Carrefour","Haiti",2016,"nonFU",,,,"nonFU",
"HTI_2016_Thomonde","Haiti",2016,"nonFU",,,,"nonFU",
"HTI_2017_DHS","Haiti",2017,,,,,,
"HTI_2020_HCVDC","Haiti",2020,,,,,,
"HUN_1983_MONICA-BUDa","Hungary",1983,,,,,,
"HUN_1983_MONICA-PECa","Hungary",1983,,,,,,
"HUN_1985_INTERSALT","Hungary",1985,,,,,,
"HUN_1987_FHRNS","Hungary",1987,,,,,,
"HUN_1988_MONICA-BUDa","Hungary",1988,,,,,,
"HUN_1988_MONICA-PECa","Hungary",1988,,,,,,
"HUN_2003_EMAS","Hungary",2003,"nonFU",,,,"nonFU",
"HUN_2007_HELENA","Hungary",2007,,,,,,
"HUN_2008_EMAS","Hungary",2008,"FU","No","No",,"FU",
"HUN_2009_IDEFICS","Hungary",2009,,,,,,
"HUN_2009_OTAP","Hungary",2009,,,,,,
"HUN_2010_COSI2","Hungary",2010,,,,,,
"HUN_2010_ENERGY","Hungary",2010,,,,,,
"HUN_2014_OTAP","Hungary",2014,,,,,,
"HUN_2016_COSI4","Hungary",2016,,,,,,
"HUN_2016_F4D","Hungary",2016,,,,,,
"HUN_2016_NETFITprimary","Hungary",2016,,,,,,
"HUN_2016_NETFITsecondary","Hungary",2016,,,,,,
"HUN_2017_NETFITprimary","Hungary",2017,,,,,,
"HUN_2017_NETFITsecondary","Hungary",2017,,,,,,
"HUN_2018_NETFITprimary","Hungary",2018,,,,,,
"HUN_2018_NETFITsecondary","Hungary",2018,,,,,,
"HUN_2019_COSI5","Hungary",2019,,,,,,
"HUN_2019_NETFITprimary","Hungary",2019,,,,,,
"HUN_2019_NETFITsecondary","Hungary",2019,,,,,,
"HUN_2019_OTAP","Hungary",2019,,,,,,
"HUN_2022_COSI6","Hungary",2022,,,,,,
"HUN_2022_NETFITprimary","Hungary",2022,,,,,,
"HUN_2022_NETFITsecondary","Hungary",2022,,,,,,
"HUN_2023_NETFITprimary","Hungary",2023,,,,,,
"HUN_2023_NETFITsecondary","Hungary",2023,,,,,,
"HUN_2024_NETFITprimary","Hungary",2024,,,,,,
"HUN_2024_NETFITsecondary","Hungary",2024,,,,,,
"IDN_1985_5360049","Indonesia",1985,,,,,,
"IDN_1994_IFLS","Indonesia",1994,,,,,,
"IDN_1998_IFLS","Indonesia",1998,,,,,,
"IDN_2001_5360073","Indonesia",2001,,,,,,
"IDN_2001_5360601","Indonesia",2001,,,,,,
"IDN_2001_IFLS","Indonesia",2001,"nonFU",,,,"nonFU",
"IDN_2003_GESOPA","Indonesia",2003,"nonFU",,,,"nonFU",
"IDN_2003_GESOPB","Indonesia",2003,"nonFU",,,,"nonFU",
"IDN_2006_5360059","Indonesia",2006,,,,,,
"IDN_2007_RISKESDAS","Indonesia",2007,"nonFU",,,,"nonFU",
"IDN_2008_IFLS","Indonesia",2008,"nonFU",,,,"nonFU",
"IDN_2011_SEANUTS","Indonesia",2011,,,,,,
"IDN_2013_RISKESDAS","Indonesia",2013,"nonFU",,,,"nonFU",
"IDN_2015_GSHS","Indonesia",2015,,,,,,
"IDN_2015_IFLS","Indonesia",2015,"nonFU",,,,"nonFU",
"IDN_2018_RISKESDAS","Indonesia",2018,"nonFU",,,,"nonFU",
"IND_1977_NNMB","India",1977,,,,,,
"IND_1983_Bengali","India",1983,,,,,,
"IND_1986_INTERSALT","India",1986,,,,,,
"IND_1989_citRamachandran","India",1989,,,,,,
"IND_1990_NNMB","India",1990,,,,,,
"IND_1993_43560281","India",1993,,,,,,
"IND_1993_43560282","India",1993,,,,,,
"IND_1993_43560971","India",1993,,,,,,
"IND_1993_43560972","India",1993,,,,,,
"IND_1993_JHW","India",1993,"nonFU",,,,"nonFU",
"IND_1993_JHW1","India",1993,,,,,,
"IND_1993_JHWR","India",1993,,,,,,
"IND_1994_4356026","India",1994,,,,,,
"IND_1994_MCS","India",1994,,,,,,
"IND_1995_citRamachandran","India",1995,"nonFU",,,,"nonFU",
"IND_1996_4356101","India",1996,,,,,,
"IND_1996_ACES","India",1996,,,,,,
"IND_1996_EPIBPAP","India",1996,,,,,,
"IND_1997_NNMB","India",1997,,,,,,
"IND_1997_citRamachandran","India",1997,"nonFU",,,,"nonFU",
"IND_1998_CUPS","India",1998,,,,,,
"IND_1999_DHS","India",1999,,,,,,
"IND_2000_4356059","India",2000,,,,,,
"IND_2000_JHW2","India",2000,"nonFU",,,,"nonFU",
"IND_2000_VBC","India",2000,"nonFU",,,,"nonFU",
"IND_2000_citRamachandran","India",2000,"nonFU",,,,"nonFU",
"IND_2001_Bengali","India",2001,,,,,,
"IND_2001_NDBC","India",2001,"nonFU",,,,"nonFU",
"IND_2001_NNMB","India",2001,,,,,,
"IND_2003_CURES","India",2003,"nonFU",,"nonFU","nonFU","nonFU",
"IND_2003_EPIBPO","India",2003,,,,,,
"IND_2004_CGS","India",2004,,,,,,
"IND_2004_JHW3","India",2004,"nonFU",,,,"nonFU",
"IND_2004_KOCHI","India",2004,,,,,,
"IND_2004_STEPS-Ballabgarh-rural","India",2004,,,,,,
"IND_2004_STEPS-Ballabgarh-urban","India",2004,,,,,,
"IND_2004_STEPS-Chennai-rural","India",2004,,,,,,
"IND_2004_STEPS-Chennai-urban","India",2004,,,,,,
"IND_2004_STEPS-Delhi-urban","India",2004,,,,,,
"IND_2004_STEPS-Dibrugarh-rural","India",2004,,,,,,
"IND_2004_STEPS-Dibrugarh-urban","India",2004,,,,,,
"IND_2004_STEPS-Nagpur-rural","India",2004,,,,,,
"IND_2004_STEPS-Nagpur-urban","India",2004,,,,,,
"IND_2004_STEPS-Trivandrum-rural","India",2004,,,,,,
"IND_2004_STEPS-Trivandrum-urban","India",2004,,,,,,
"IND_2005_IHDS","India",2005,,,,,,
"IND_2006_DHS","India",2006,,,,,,
"IND_2006_IJMRNCD","India",2006,"nonFU",,,,"nonFU",
"IND_2006_KOCHI","India",2006,,,,,,
"IND_2006_NNMB","India",2006,"nonFU",,,,"nonFU",
"IND_2006_TAMIL","India",2006,,,,,,
"IND_2006_citRamachandran","India",2006,"nonFU",,,,"nonFU",
"IND_2007_4356102","India",2007,,,,,,
"IND_2007_CIEMS","India",2007,,,,,,
"IND_2007_JHW4","India",2007,"nonFU",,,,"nonFU",
"IND_2007_NINSS","India",2007,,,,,,
"IND_2008_Bengali","India",2008,,,,,,
"IND_2008_Hyderabad","India",2008,"nonFU",,"nonFU","nonFU","nonFU",
"IND_2008_IDSP-Andhra","India",2008,,,,,,
"IND_2008_IDSP-Kerala","India",2008,,,,,,
"IND_2008_IDSP-Madhya","India",2008,,,,,,
"IND_2008_IDSP-Maharashtra","India",2008,,,,,,
"IND_2008_IDSP-Mizoram","India",2008,,,,,,
"IND_2008_IDSP-Tamil","India",2008,,,,,,
"IND_2008_IDSP-Uttrakhand","India",2008,,,,,,
"IND_2008_NDBC","India",2008,"FU","No","No",,"FU",
"IND_2008_Nagpur","India",2008,,,,,,
"IND_2008_SAGE","India",2008,"nonFU",,,,"nonFU",
"IND_2009_INDIAB","India",2009,"nonFU",,"nonFU","nonFU",,
"IND_2010_JHW5","India",2010,"nonFU",,,,"nonFU",
"IND_2010_Kerala","India",2010,"nonFU",,,,"nonFU",
"IND_2010_NCDGD-rural","India",2010,"nonFU",,,,"nonFU",
"IND_2010_NCDGD-urban","India",2010,"nonFU",,,,"nonFU",
"IND_2010_ORANGEI","India",2010,,,,,,
"IND_2010_ORANGEschool","India",2010,,,,,,
"IND_2011_CARRS","India",2011,"nonFU",,"nonFU","nonFU","nonFU",
"IND_2011_LASI","India",2011,,,,,,
"IND_2012_EBP","India",2012,,,,,,
"IND_2012_IHDS","India",2012,,,,,,
"IND_2012_ISCOLE","India",2012,,,,,,
"IND_2012_NNMB","India",2012,"nonFU",,,,"nonFU",
"IND_2013_ASC","India",2013,,,,,,
"IND_2013_DLHS4CAB","India",2013,,,,,,
"IND_2013_INDIAB","India",2013,"nonFU",,"nonFU","nonFU",,
"IND_2013_JHW6","India",2013,"nonFU",,,,"nonFU",
"IND_2013_processedfoodsRural","India",2013,"nonFU",,,,"nonFU",
"IND_2014_AHSCAB","India",2014,,,,,,
"IND_2014_INDIAB","India",2014,"nonFU",,"nonFU","nonFU",,
"IND_2014_VBC","India",2014,"FU","No","No",,"FU",
"IND_2015_CHIRI-RV","India",2015,"nonFU",,"nonFU","nonFU","nonFU",
"IND_2015_CHIRI-TR","India",2015,"nonFU",,,,"nonFU",
"IND_2015_CHIRI-WG","India",2015,"nonFU",,,,"nonFU",
"IND_2016_DHS","India",2016,,,,,,
"IND_2016_NNMB","India",2016,"nonFU",,,,"nonFU",
"IND_2017_ORANGEII","India",2017,,,,,,
"IND_2017_STRiDE-I","India",2017,"nonFU",,,,"nonFU",
"IND_2018_INDIAB","India",2018,,,,,,
"IND_2018_LASI","India",2018,"nonFU",,,,"nonFU",
"IND_2018_NNMS","India",2018,,,,,,
"IND_2018_VBC","India",2018,"FU","No","No",,"FU",
"IND_2019_INDIAB","India",2019,,,,,,
"IND_2020_DHS","India",2020,"nonFU",,,,"nonFU",
"IND_2020_HTRajasthan","India",2020,"nonFU",,,,"nonFU",
"IND_2020_INDIAB","India",2020,,,,,,
"IND_2020_TREND","India",2020,,"No",,,,
"IND_2021_STEPS","India",2021,"nonFU",,,,"nonFU",
"IND_2022_GSHS","India",2022,,,,,,
"IRL_1998_NSIFCS","Ireland",1998,,,,,,
"IRL_1998_SLAN","Ireland",1998,,,,,,
"IRL_2002_SLAN","Ireland",2002,"nonFU",,,,"nonFU",
"IRL_2004_NCFS","Ireland",2004,,,,,,
"IRL_2006_NTFS","Ireland",2006,,,,,,
"IRL_2007_SLAN","Ireland",2007,"nonFU",,,,"nonFU",
"IRL_2008_COSI1","Ireland",2008,,,,,,
"IRL_2008_GUIchild","Ireland",2008,,,,,,
"IRL_2009_NANS","Ireland",2009,,,,,,
"IRL_2010_COSI2","Ireland",2010,,,,,,
"IRL_2010_TILDA","Ireland",2010,"nonFU",,,,"nonFU",
"IRL_2010_citMurtaghA","Ireland",2010,,,,,,
"IRL_2010_citMurtaghB","Ireland",2010,,,,,,
"IRL_2010_citMurtaghC","Ireland",2010,,,,,,
"IRL_2010_citMurtaghD","Ireland",2010,,,,,,
"IRL_2011_GUIchild","Ireland",2011,,,,,,
"IRL_2013_COSI3","Ireland",2013,,,,,,
"IRL_2013_GUIinfant","Ireland",2013,,,,,,
"IRL_2014_TILDA","Ireland",2014,,"IRL_2010_TILDA",,,,
"IRL_2015_ACS","Ireland",2015,,,,,,
"IRL_2015_Spraoi","Ireland",2015,,,,,,
"IRL_2016_COSI4","Ireland",2016,,,,,,
"IRL_2016_GUIchild","Ireland",2016,,,,,,
"IRL_2016_GUIinfant","Ireland",2016,,,,,,
"IRL_2017_GUIinfant","Ireland",2017,,,,,,
"IRL_2018_NCFSII","Ireland",2018,,,,,,
"IRL_2019_COSI5","Ireland",2019,,,,,,
"IRL_2019_GUIchild","Ireland",2019,,,,,,
"IRL_2020_NTFSII","Ireland",2020,,,,,,
"IRL_2022_COSI6","Ireland",2022,,,,,,
"IRN_1991_NHS","Iran",1991,,,,,,
"IRN_1998_15364082","Iran",1998,,,,,,
"IRN_2000_15364103","Iran",2000,,,,,,
"IRN_2000_NHS","Iran",2000,,,,,,
"IRN_2000_TLGS","Iran",2000,,,,,,
"IRN_2001_IHHP-Arak-rural","Iran",2001,"nonFU",,,,"nonFU",
"IRN_2001_IHHP-Arak-urban","Iran",2001,"nonFU",,,,"nonFU",
